,lyrics,artist,SY
92,"Best + sexy what was it anyway Jean-michel what was it anyway Saw you there what was it anyway Kneel right down what was it anyway Guitar on the ground what was it anyway Lost yr hand what was it anyway Hipsters stand what was it anyway Glitter tongue what was it anyway Gave you a flower what was it anyway Gave you the power what was it anyway Saintly ghosts what was it anyway Tingling down what was it anyway Nevermind what was it anywaySoot me over / feel me naked Soot me over / feel me escapeBoys go to jupiter to get more stupider Girls go to mars, become rock starsCome on down down to the river Come on down and jump right in Come on down I dare you to win now Come on down and down my friend Come on down and jump in the river Come on down and jump right in",sonic youth,Sonic Youth
93,"My friend Goo has a real tattoo She always knows just what to do She looks through her hair like she doesn't care (?) What she does best is stand and stare She can play the drums set too And the boys say: ""hey Goo what's new?""' hey Goo what's new? My friend Goo just says: ""Hey you"" My friend Goo just says: ""Hey you""I know a secret or two about Goo She won't mind if I tell you She likes to wear green underwear And lays down almost anywhereShe doesn't have nothing to do And the boys say: ""hey Goo what's new?""' hey Goo what's new? My friend Goo just says: ""Hey you"" My friend Goo just says: ""Hey you""I know a secret or two about Goo She won't mind if i tell you I know a secret or two about Goo I know a secret about Goo and youAnd she sticks just like glue And the boys say: ""hey Goo what's new?""' hey Goo what's new? My friend Goo just goes: ""Hey you"" My friend Goo just goes: ""Hey you""Goo Goo GooGoo Goo GooGoo Goo Goo My friend Goo Goo Goo Goo Talkin' 'bout Goo Goo Goo Goo My friend Goo Goo Goo Goo You would too Goo",sonic youth,Sonic Youth
94,"1996, little trouble girl, geffen[thurston] Pass me a joint It's time to anoint The fortune is sun As cosmic exploits Spark that shit upOh yahGet me a beer I feel kind of queer I want to get fuck up Poor me a fuckin? tall oneOh yahTake off your clothes But leave on your shoes You smell like a rosary And you look like a jew You drunk all my wine girlAn empty bottle is nothing but trouble Another bottle and make it a double We're getting thirsty[kim] Nowhere to go Nothing to do Nowhere to go With someone like you Nothing to do There's nothing that's new But no one is home There's no one like you No one to see Nothing to say No one to go No one to stay No one is home No one is home There's no one like you Never alone Nowhere to go Nothing to do Nothing to say There's no one like you Nowhere to go Nowhere to go With nothing to do There's no place like home[thurston] Pass me a qual Let's do it and done it I think I like you I think I drank you Pass me the vacuum",sonic youth,Sonic Youth
95,"When you see the spiral turning through alone And you feel so heavy that you just can't stop it When this sea of madness turns you into stone Picture of your life shoots like a rocket All the timePut 'me' in the equation it's alright I've seen you moving in and out of sight My friends tell me it's all cut through you (?) From nowhere - to nowhere Cut together - cutting throughI'm island-bound, a mote inside my eye I can't see you breathing as before I am airless - a vacuum child I can't stand to reason at your door In this timePut 'me' in the equation it's alright I've seen you moving in and out of sight My friends tell me it's all cut through you (?) From nowhere - to nowhere Come togetherI'm down in the daytime out of sight Comin' in from dreamland I'm on fire I can see it's all been here before Dream a dream that lies right at your doorWhen the seasons circle sideways out of turn And words don't speak just fall across the carpet You're just in time to watch the fires burn It seems a crime but yr. face is bright you love it All the time...",sonic youth,Sonic Youth
96,Mildred Pierce MILDRED!!!!!! MILDRED PIERCE!!!!! MILDRED PIERCE!!!!! NOOOOOOOOOOOOOOOOOOOOOOOH!!!!!!!!!! MILDRED PIERCE!!!!! MILDRED PIERCE!!!!! WHYYYYYYYYYYYYYYYYYYYYYY!!!?!!!! MILDRED PIERCE!!!!!WHAAAAAAAAAAAAAHHHH!!!!!!!!!!!,sonic youth,Sonic Youth
97,"Every time I look at my life I think of you Every time I look at you I wonder, what to do So let's go, go away, go Let's go, I don't wanna stay any longer God knows that you're my brother Gotta a funny idea that there is no other You know we have to make it - really last Have to make it happen - really fast Let's go, go away, go Let's go, I don't wanna stay any longerIf we could just know where we'd come from Maybe we could figure out something to do All I know now we're together And something tells me we might live forever So let's go, go away, go Let's go, I don't wanna stay any longerEvery time I look at you I wonder what to [12x]",sonic youth,Sonic Youth
98,"One two, one two, one two titty I know every nook and cranny in New York City We're Ciccone and that's enough I'm the Royal Tuff Titty And you gotta taste my love Taste my love Yeah Come on everybody and rock with me I am the one on the Christmas tree Now whippin' out the words like a moving story Now walking up the stairs And corkin' up the board Trippin' anywhere, I don't fuckin' care Put on some dark eyes and wave me goodbye[Kiss sample: ""said she's looking good""][thurston does random ciccone rap overtop][gene simmons is an ugly mother... i know... c-ciccone.. we're ciccone.. etc ... something that sounds like ""crack man you're gonna wish up a snooze"".. ""like a hylozoic gonna pass right through saying 'all is one and one is too too many'... sssspeed up... ""said she's looking good"" again... aaaaaaaaaoooowwwwwwoooooooooooo.. mascis wail]London fuck you're pissing me off Hollywood weirdo, cough cough cough Won't you please let me rock you Now I'm just a boy and not much to do Everybody says doesn't come from above You're gonna scream when you taste my love Taste my love Yeah.....C-C-C-C-Ciccone...C-C-C-C-Ciccone.. Yeah we're Ciccone... ...aaaaaaaaahhhhh........ We're ciccone...ciccone..c-ciccone..ciccone ...etc...",sonic youth,Sonic Youth
99,"Oil dripping on my head Let's go back to bed Bring you back to me Bring you back to meOil dripping on my head Bring you back From the dead From the dead Here's wishing you were here with me Here's wishing we could massage History, history I'm witness to what you do Anything that you feel In between, in between You and me Bound at sea Floating on debris Yr so close, close to me Yr so close, close to meOil dripping on my head Let's go back to bed Bring you back Bring you back From the dead From the dead Wishing you were here by me Wishing you were here Let's massage history All the money's gone All the money's gone Funny it was never here It was never here Here's a song Here's a song To massage along History along Come with me To the other side Not everyone makes it out alive Come with me To the other side not everyone makes it out Alive I want you to suck my neck...Suck",sonic youth,Sonic Youth
100,"We had just left shore when everything began to happen at once. The water came in and we started to go down. I looked to Jill and she looked back, thinking it would be alright to go down. Then the railings broke and the motors gave out. The hall emptied out, and no-one was left for the band. The amps all wet, speakers burst. Soaked. We, up three flights now, tried to meet up with the galley crew but it seemed everyone had gone. We had a smoke to pass some time.Jill said ""I'd love to, right now"". What could I say? We did while the waters rose, licking our feet. It was fun and funny so we laughed.I loved the way she could laugh. So full bodied. When we hit the sky we were high over the rooves. A field of gnarled antennae coiling upwards. Waves and waveforms joining in a nice hot blast. So different from the boat.The cold silver sky opened for us, and we passed through. Last I saw of Jill she was heading backwards into the coils of the antennae, laughing, so beautiful. Saying she hadn't yet had her fill of the boys there and the electricity. Saying she wanted to plug in again and fry a bit.I said ""Watch the water love"". She kept laughing and shook her hair. She said ""I'd love to, right now, you know?"" So we did and had a smoke too and her lips parted. There in amongst the coiling snakes of the antennae she looked right at home. The waves came up and a blinding flash caught me dreaming of her as she looked all crossed with wires and spikes watching the blast. Everything went orange and all my thoughts dissolved in the cloud. I thought one last: how different from the sea is the boat......",sonic youth,Sonic Youth
101,"Talking to a punker priest Just dogging the breeze About beein in a tree / he says it's free now! Along comes Mary Christ Skating light on ice And says, 'let's go on high' / later, priestoid! You gotta go - God I got a date now Yeh I know - shall not be late nowPossessed by x-ray eyes Her spirit spy's Into my lies / let's burn 'em out now! Wraps my head in skin Says now I'm in Dig the candy skin / yeh spit it out now! Everytime - she sings that low song Everytime - I know I'm right, wrongAngel in a devil skirt Buys me a shirt Says I hope you like / uh, like what now!? Hope I hope you like Like you like yr hope With the tightest rope / I see, I know now! Here we go - I've been waitin so long Yeh I know - for Mary to come along Aaaooooiii",sonic youth,Sonic Youth
102,"Sound asleep till right until day Frustrated desire turns you away And turns you insane Over and over You get to a point To make it disappear And you're always believing And believing in fear Over and over And over and over And over and overMarilyn MooreIt's always a headache the size of a tour truck She's full of disorders, depends what you're used to She's talking of tranches of truncheons in battleOf bruises from bottles that never get better Bad baby bitching she screams at the door Hammer in hand & her head to the floor Marilyn Moore",sonic youth,Sonic Youth
103,"Your bounce to the ounce makes us want to pounce You're just being totally perfect On larry king you said you weren't tired Time to put to bed the competitive edge They say you can't say no to drama Now you don't have to try so hard The label says: 'don't have to wear less clothes' Next time you take a bubble bath Hey hey little baby break down Button-up baby you come undone Hey hey little baby get down Before you fall and hurt someoneYou say you need privacy Broken glass everywhere Maybe you need an emo boy No underwear on the director's chairYou are seemingly unconscious Of what yr body's doing Like miss Monroe yr head don't know Exactly what yr body's doingHey hey little baby break down Button-up baby you come undone Hey hey little baby get down Before you fall and hurt someoneOn TV yr soft and whispery Delicate like angel food cake They say if you press too hard on it It'll squish into a dense ball It will lose its fluffiness That's what you get when you use a boxed mix Can you get some satisfaction How much are you willing to pay forHey hey little baby break down Button-up baby you come undone Hey hey little baby get down Before you fall and hurt someoneWhat's your gut feelin' about the new deal How's the label gonna remake you How was your date with eminem Did he bake you and then forsake you Is innocence gonna still overtake you Like arthur doyle they can't fake you Ah mariah yr endless Like the wind, your feelin' defenselessHey hey little baby break down Button-up baby you come undone Hey hey little baby get down Before you fall and hurt someone",sonic youth,Sonic Youth
104,"Malibu gas station Pumps up the nation A tough cross to bear Oops no underwearCom' on do it You gotta use it That a girl Don't you blow it Com' on move me Turn me on now It will make make you feel so good, yeahI took the stage to show you So long ago now My mind is hazy Just a little crazyCom' on do it You gotta use it That a girl Don't you blow it Com' on move me Turn me on now Roll me over It will make you-Everybody down, everybody dark, Crawling on the groundI can't move faster My face is plaster The breasts are bangin Abdominal masterCom' on do it ChorusEverybody down, everybody dark, crawling on the ground Movin in the waves, moving in the sand, Bumping on the ground Grinding in the water, grinding in the water, feel The undertow, feel the undertow, whats yrs is Mine, whats yrs is mine, feel the undertow, oh Yeah pulling down, pull me down, In the undertow french kiss, french kiss nowMalibu gas station On face the nation California magik A tan so tragique",sonic youth,Sonic Youth
105,Going back to these origins The city is a natural scape order in the details Confusion uproar in the whole In nature reality is selection the tool of critical intervention Fragmentation is the rule Unity is not taught in school You are an unnatural growth On a funny sunny street The city has forgotten you It's symbols of the past The meaning of its state Its order of decay Stand now in a column And make the nature sceneStanding now in columns making the nature scene making the nature scene waiting to make their pay There is no resistance to the signs along the way standing all in columns waiting to make their pay making the nature scene Waiting for the day There is no resistance to There is no resistance to Salvation means to count on you It just means to count on you Make the nature sceneMaking the nature scene Making the nature scene Making the nature sceneGoing back to these origins The city is a natural scape order in the details Confusion uproar in the whole In nature reality is selection the tool of critical intervention Fragmentation is the rule Unity is not taught in school You are an unnatural growth On a funny sunny street The city has forgotten you It's symbols of the past The meaning of its state Its order of decay Stand now in a column And make the nature sceneStanding now in columns making the nature scene making the nature scene waiting to make their pay There is no resistance to the signs along the way standing all in columns waiting to make their pay making the nature scene Waiting for the day There is no resistance to There is no resistance to Salvation means to count on you It just means to count on you Make the nature sceneMaking the nature scene Making the nature scene Making the nature scene,sonic youth,Sonic Youth
106,"1989, devil's jukebox, blast first!, (bfdj1-10, uk)[thurston] Put love in a big hole of mud Then we jump in the pond Yeah magic wandPut love in a big hole of mud Then we jump in the pond Yeah magic wandSeventeen, seventeen, seventeen, seventeen Seventeen, seventeen, seventeen, seventeen Seventeen, seventeen, seventeen, seventeen",sonic youth,Sonic Youth
107,[Thurston] We're gonna kill the California girls we're gonna fire the exploding load in the milkmaid maiden head we're gonna find the meaning of feeling good and we're gonna stay there as long as we think we shouldmystery train three way plane expressway to your skullmystery train three way plane expressway to your skullmystery train three way plane expresswayto your skull,sonic youth,Sonic Youth
108,Lightnin' Lightnin' strike Lightnin' strikes Lightnin' strike me Lightnin' strikes me Lightnin' strike me down Lightnin' strikes me down Lightnin' strikes me down,sonic youth,Sonic Youth
109,"Leaky lifeboat Sleeps off shore Now we're sailing backwards To the freaky northMy brother the wind He's got to know We've got to get it together And blowSlipping sideways Get it straight The siren sonars Are tempting fateFates in a pleasant mood today I don't get around much, but hey I got to say The sun's got to playLa, la, la, la, la, la La, la, la, la, la, la, laLeaky lifeboat Called to shore You got another Chance to scoreMy brother the wind He's got to know We've got to get it together And blow Before the sun gets cold Cold to goldLa, la, la, la, la, la La, la, la, la, la, la, la La, la, la, la, la, la, la",sonic youth,Sonic Youth
110,[Thurston & Kim] Love has come to stay in all the way its gonna stay forever and every day it feels like a wish coming true it feels like an angel dreaming of you feels like heaven forgiving and getting feels like we're fading and celebrating you got a carnal spirit spraying I'm gonna laugh it up You got a cotton crown I'm gonna keep it underground you're gonna take control of the chemistry and you're gonna manifest the mystery you got a magic wheel in your memory I'm wasted in time and I'm looking everywhere I don't care where I don't care where angels are dreaming of you angels are dreaming of you angels are dreaming of you angels are dreaming of youNew York City is forever kitty I'm wasted in time and you're never ready fading fading celebrating I got your cotton crown I got your cotton crown I got your cotton crown I got your cotton crown I got your cotton crown I got it,sonic youth,Sonic Youth
111,"Kool Thing sittin' with a kiddie Now you know you're sure lookin' pretty Like a lover not a dancer Superboy take a chance here I don't wanna, I don't think so I don't wanna, I don't think so Kool Thing let me play it with your radio Move me, turn me on, baby-o I'll be your slave Give you a shave I don't wanna, I don't think so I don't wanna, I don't think so [Chuck D] Yeah, tell'em about it, Hit'em where it hurts Hey, Kool Thing, come here, sit down There's something I go to ask you. I just wanna know, what are you gonna do for me? I mean, are you gonna liberate us girls From male white corporate oppression? Tell it like it is! Huh? Yeah! Don't be shy Word up! Fear of a female planet? Fear of a female planet? Fear, baby! I just want to know that we can still be friends Come on, come on, come on, come on let everybody know Kool thing, kool thingWhen you're a star, I know you'll fix everything Now you know you're sure lookin' pretty Rock the beat just a little faster Now I know you are the master I don't wanna, I don't think so I don't wanna, I don't think soKool thing walkin' like a panther Come on and give me an answer Kool thing walkin' like a panther What'd he say? I don't wanna, I don't think so I don't wanna, I don't think so",sonic youth,Sonic Youth
112,"Look into my eyes, don't you trust me Yr so good you could go far I'll put you in a movie, don't you want to You could be a star You could go far You've got twistability You fly hard, don't you wanna You've got kissability You could be a star, it ain't hardYr driving me crazy, I feel so sick Yr driving me crazy, give us a kissLook into my eyes, don't you trust me Yr so soft, you make me hard I'll put you on a movie, don't you wanna You could be a star, you could go far You've got kissability You sigh hard, don't you wanna You've got twistability You could be a star, it ain't hardYr driving me crazy, you smell so sick I feel so tired, you made me sick Yr driving me crazy, if I feel so sick Yr driving me crazy, if I feel so sickLook into my eyes, don't you dis' me You're so good, you could go far I'll put you in a movie, don't you wanna You could be a star, you could go far You've got twistability You fly hard, don't you wanna You've got kissability You could be a star, it ain't hardYou're driving me crazy, I feel so sick You're driving me crazy, give us a kiss",sonic youth,Sonic Youth
113,"Stretch me to the point where I stop Run ten thousand miles and then think of me I think you know the place we should meet Don't worry if it's dark and I'm lateRun me out a thin wire Help me to kill this, love I'll meet you tonite at the bottom of the well Just feel around in the dark until you get the ideaI'm not moving doesn't mean I can't Flame on in my head My best friend sucked his wife's blood an shriveled up He was mistaken for saneWe move and groove and cut loose from fear We should kill time, we'll shut it down I've got a pipeline straight to the heart of you Opening in my headBright glass on a chair being wound around us The toiling of idle hands Dripping, with guilt A secret form of punishment Axes thru skulls Shadow of futility Endless / revolt The shining of light and shadowsDividing each existance No-one is right Nothing is solid Nothing can be held in my hands for longDiscontinuity Sandy beaches Bridges sinking into the sea Beautiful confusion You're a fading memoryWe should kill time",sonic youth,Sonic Youth
114,I don't know why You wanna impress Christgau Ah let that shit die And find out the new goal Kill yr idols Sonic death It's the end of the world Your confusion is sexKill yr idols Sonic death It's the end of the world Your confusion is sex,sonic youth,Sonic Youth
115,"Heard your name the other day It's been a long, long time Ancient history, some would say Another state of mind You smell of memory Felt-tipped electric child She takes a plastic pill She plays the weatherman She screams ""Religion kills More than it saves you, man"" She painted filigrees She was the acid queen She claims society Is just a fever dreamNow you live in the trees and salty seas Trippin' out in the blue skies You shut the door on everything Too busy getting high And me, just another dream theory Lost inside your eyesShe's not in your history books Lost her mind and kept her looks Down beneath the radar screen She's lit up like gasoline Been thru a million kix Looking for the one that sticks Never would've known it then I might not see her againTop hats and tails for thrills Red lips and famous hands Sidelong and glancing still In tiny dancer landWe kissed Time slipped Hard edged Tight lipped See you Some time Ask me if I careKaren Miss communication Karen Karen",sonic youth,Sonic Youth
116,"Karen's moving out Out into the sky Karen trips on a cloud Sets down w stars in her eyes She's alone in a room She's deep inside of her mind Karen's leaving for the snow Somewhere to somewhere... blind She cut the silver lining in my soul I was tethered to her for a time Are we still together? Will she stay forever? (will she stay?... beside... Flashlight... Karen stay... etc.) A LOVE SUPREME Karen, yr hanging on the line Wraps yr coat tight around Karen, yr eyes are on the prize I'll catch you on my way down",sonic youth,Sonic Youth
117,This song this song this song is called This song okay This song is called justice is justice is might Okay it's about it's about it's about sonic life It's about it's about sonic life It's about sonic life that's right You have a genius you have a genius and a sex maniac Living together taking lots of drugs and and Fucking all day and as it's just it's just it's just like It's like it's like staying at home and risking your life This song okay this song this song is called justice This song is called ju This song is called justice is mightI know it's wrong But that is allright As long as it's strong It's just that it might Justice is might Justice is might Justice is might Justice is mightJustice is might Justice is might Justice is might Justice is might,sonic youth,Sonic Youth
118,"Always cost a pair of hose - spaces pressed together rose Arms around each others back - you know that I liked you Jack And all the other boys who pose - a silent dance in the woods In the suburb light is shown - another can of Coca Cola Don't you ever call me Mom - freckled dancing in the plan And air so thin it weighs a ton - you can see as far as fun You're nothing but a history - a second here and then you're gone Quicksand, quicksand all around - turn the corner just beyond The shadows move and change the groove - and something tells me not to brood Turning room and that's a show - you're walking through my heart once more Don't forget to close the door - I'm not certain of what you found All the men want a charming whore - like a crown fortunes Sunny skies and angels bleed - falling down upon my knees That wasn't how it's supposed to be - clear blue eyes, justice tries The wind is busy blowing dizzy - you're dreams were shot like a star Exploding in a mind somewhere - doing something on a dare Pulling a trigger like breathing air - a sunkissed boy that gave no thought To what he'd made while others sakeOcean spreads a candle sand - it's dripping in my hand, you're dead Little brother reminding me - the moments tick forever true You can see as far as him - don't you know the shape I'm in You're walking through my heart once more - don't forget to close the door",sonic youth,Sonic Youth
119,[sugar cane cd5][kim] What have I got That makes you want to love me Is it my body Or someone I might be Or something aside me Tell me Tell me It's really up to you Have you got the time to find out who I really am Oh - awWhat does it take To get inside your mind Give me your brain And take a change with my first time Tell me Tell me It's really up to you Have you got the time to find out who I really am OooooooooohaaaWhat have I got That makes you want to love me Is it my body Or someone I might be Or something aside me Tell me Tell me It's really up to you Have you got the time to find out who I really am Ooooooh - aaw Oh -aw - oh -aa - uh - aa - uh - ah - u - uh Come baby - alice come'on come'on come'on come baby - come'on,sonic youth,Sonic Youth
120,"(kim)Da da Da da Da da da da da Da da da da Da da da da DaWhen it rains When it rains When it rains The children don't playWhen it rains When it rainsWhen it rains I gets the machine to get the engine of your past memory Don't forgetThe children won't play It's raining outside You got to You got to decide About that time About that time that you were right Don't forget Don't forget the one who gave you the engine of your memory Do trust In love or fly for free Don't forget the memoryShhhhhhhhouldDon't fly away It rains today The machine of your memory I saw it walking down the street today It smiled and said ""blue and gray",sonic youth,Sonic Youth
121,"Music can be such a revelation Dancing around you feel the sweet sensation We might be lovers if the rhythm's right I hope this feeling never ends tonightGet into the groove boy You got to prove your love to me, yeah Get up on your feet, yeah Step to the beat, boy what will it beGet to know you in a special way To me everyday I see the fire burning in your eyes Only when I'm dancing can I feel this free[Madonna sample: ""no one else can see me"" ... ""by myself""]I wanna dance with someone elseGet into the groove boy You've got to prove your love to me, yeah Get up on your feet, yeah Step to the beat, boy what will it be, yeahLive out your fantasies here with me Just let the music set you free[Madonna: ""Now I know you're mine"" x 2]Get into the groove boy You got to prove your love to me, yeah Get up on your feet, yeah Step to the beat, boy what will it be You got to get into the groove Boy you got to prove your love to me Get up on your feet Yeah, step to the beat, boy what will it be You've got to....get....",sonic youth,Sonic Youth
122,Oi Aha [10x]My body is a pasttime My mind is a simple joy I learned my lesson The hardest way But you don't know me But you don't know me A complete inhuman Complete inhuman Complete inhuman Complete inhumanMy body is a past time My mind is a simplejoy I learned my lesson The hardest way But you don't know me But you don't know meComplete inhuman Complete inhuman Complete inhuman Complete inhuman Inhu-inhuman Inhu-inhuman Inhuman Inhuman Inhuman Inhuman Inhuman Inhuman,sonic youth,Sonic Youth
123,"They wereAaaah He did what he had to do He asked no questions He had few conversations The tar glistens in the noon heat He tread across the grass, up onto, and down off of, the concrete abutmentsMirage on the highway Ghosts in the tunnel The dark caveOut into the blinding light of day at breakneck speed Every bolt rumblingGlistening highway mirage groans The slick surface Careening into first the small mammal, and then screeching along the guard Rail, scraping paint and throwing sparks like sheets of pure terror for 400 yards Over and overWith one final back and forth rocking motion coming to rest WheeehahThe beautiful paintjob hopelessly marredSmoke and flamesAllright So nice He moved to the small creature Screeching whistles of steam blowing off On it's back, wheels spinning like a cinema classic The door sags open and a man covered in blood drops the three feet or so to The pavement The car still rattling and shaking as if with a mind of it's own, unwilling To die The man, 40ish, also after a time, an agonisingly painful period of timeIs also unwilling to dieSuddenly all is quite quiet there in the sunlight on the highway But what? what can i do? I cannot move, everything is about broken Blood everywhere, mixing with oil and gas What's moving, must turn my head Pain, white light, blinded Some guy there kneeling in the blinded mirage of white light All my strength to 'heeeeeelp' Screaming now help me please He tried to tamp out the bit of burning ember which had lept from the wreck Onto his grimy coatsleeve Coughing blood What's happen? He's he's inching towards truth He strode of into the woods with the animal It still lived He didn't glance back at allStill out ghosting the road Death on the highway Words crumble around me and fall with the weight of heaven I cannot move I'm beneath the great weight I cannot see My eyes are blinded I am in the darknessThat's it{very low in the mix} In panic i forget it In despair i need it In my mind i save it In death i have it {then a bit louder} In panic i forget it In despair i need itI shouldn't laugh Hah hah hah Yeah really OhIn panic i forget it In despair i need it In my mind i save it In death i have it [Thurston?] Never gave a damn about the meterman I was the man who had to read the meters, man",sonic youth,Sonic Youth
124,Love starved backwood teaser farm girl hot eyed bride Stone cold blonde a quivering menace atomic wallop wholesale murder We want out We fish at night Sex in heaven Tough town A cruel touch Sailors leave Sirens screaming Lap of luxury A show of violence Take off your mask Lay off my brother Kiss my fist Stop at nothing A steaming swamp And a troubled heart The sky is red And i can't stop running Her baby stares The secret's there So help us god I'll swing at your funeral The stubborn air The killer mob A red bone woman A double cross Big fake bitter love underbelly freezing jungle One step more he'll stir your senses scratch your surface and nail your head Murded angels Bodies in bedlam A women scorned You can't hang me Tied to my job a blast scene alibi tied to a tree in a blind alley Nothing before A big fear Don't get caught By her father's friends Swamp girl faded The tiger's wife A frenzied love Hot climate Twisted passions Flesh parade Dead ahead A world so wide Big river love camp The house boy and hill girl The agony column Don't crowd me It's time for crime Strange breed river girl's misery index Inside my head my dog's a bear She was significant I'm insaneInside my head my dog's a bear She was significant I'm insaneInside my head my dog's a bear She was significant I'm insaneInside my head my dog's a bear She was significantI'm insane,sonic youth,Sonic Youth
125,"[Kim] So messed up, I want you here In my room, I want you here Now we're gonna be face-to-face And we lay right down in my favorite placeNow I wanna be yr dog Now I wanna be yr dog Now I wanna be yr dogWell, Come onNow I'm ready to close my eyes But now I'm ready to close my mind And now I'm ready to feel your hand And lose my heart on the burning sandNow I wanna be yr dog Now I wanna be yr dog Now I wanna be yr dogWell, Come on",sonic youth,Sonic Youth
126,She comes into my mind Twisting thru my nerves I don't understand A word she says She's on my side I love her all the time I love her all the time I love her all the time I love her all the timeShe comes into my mind Twisting thru my nerves I don't understand A word she says She's on my side I love her all the time I love her all the time I love her all the time I love her all the time,sonic youth,Sonic Youth
127,Dead boy stares Strange to meet you Dead boy cares So great to see you Is it time to go It's a place I know I can't read your mind I can't find the time I can't feel the thrill I don't have the willDead boy dares Believe in you Dead boy stares Afraid that you will see himIs it time to go Is it a place I know I can't read your mind I can't find the time I can't feel the thrill I don't have the willI love you A metallic blue I love you Golden blue I miss you Shine all alone I miss youDon't know what to do I don't glitter like the stars above I don't glow like neon alone Don't blush it's just the wind outside Don't rush to be by my side,sonic youth,Sonic Youth
128,You gave your line You fell in love You feel the shadow There's no more to borrow There's no more to steal And no more to feel I know I know I know I know I know I know I know I know I know You fell in line You fell in jail You feel in the shadow To live in the light To die in the night I don't want to push it I know I know I know I know I know I know I know I know I know,sonic youth,Sonic Youth
129,"Look before you leap, okay? Do you read me? May all your dreams come true He's standing by the door He's got something in his hands All the money's gone All the money's gone The days we spend, go on and on Shift Fucking youth Working youth May all your dreams come trueA lot of people suffer From impotence All the money's gone The days we spend go on and onFucking youth Working youth Fucking youth Working youth Fucking youth Fucking youth Working youth [Lee] You slept Did I drift? Do I dream? Do you read me? I'm not speaking Do you read me? I dreamI dreamSound today are you sound today are you sound today? Sound today are you sound today are you sound today? Today These things don't happen automatically I dream Edith moves each step Fucking youth The days we spent go on and on I dream Do you read me?",sonic youth,Sonic Youth
130,Today I Said goodbye To my conflicted goddess Her lush eyes Show surprise At how we could gather knowledge The painting has a dream Where shadow breaks the scene And the colors run off Blue is bashful Green is my goal Yellow girls are running backwards Until the nextime With six hits of sunshine The lights will blind up with blues in haiku The shadow has a dream Where painters look to sea The colors burn out Now I know where I once saw you Stepping into muddy water John's reflection Decried perfection Now you walk him through the gardren Waiting in the wings Painters shade their dreams With falling colors See me wave good Bye forever Happiness the goddess lover Hurry back re Member last time The hits of sunshine The hits of goldmine I'll see you back tonite Where painters love the light And yellow shadow girls Today I Say goodbye To my complicious goddess Her hushed eyes Show surprise And how we captured knowledge I'll see you back tonite Where shadows dream of light Let's slip on outside,sonic youth,Sonic Youth
131,I put my feet deep in the tracks that you made Walked behind you off into the wood 'We'll know where when we get there' you said And we both knew we would High above like a spider The colors turning brown Freeways passing by us I took yr hand and we knelt down Wheels paddle wheels paddle movement as we go Trees passing trees passing signs along the road A view thru the trees to a couple in the snow A view thru the trees to a couple standing in The snow Suddenly the trees were flashing by us Clouds reflecting fast across your eyes We turned into a frozen medow The wind the only sound 'We'll know where when we get there' you said 'We'll know where when we get there' you said,sonic youth,Sonic Youth
132,"Hey Joni put it all behind you Hey Joni now I've put it all behind me too These times can't add up Yr life is such a mess Forget the past, and just say yes Tell me Joni, am I the one To see you through? In this broken town can you still jack in And know what to do? I remember our youth, our high ideals I remember you were so uptight That time in the trees, we broke that vice We took some steps and now We can't think twiceTell me Joni, am I right by you? Tell me how yr gonna lose this hard luck? Hey Joni, when will all these dreams come true? You'd better find a way To climb down off that truckShots ring out from the center of an empty field Joni's in the tall grass She's a beautiful mental jukebox A sailboat explosion A snap of electric whipcrackShe's not thinking about the future She's not spinning her wheels She doesn't think at all about the past She thinking long and hard About that high wild sound And wondering will it last?Kick itHey Joni, put it all behind you There's something turning, Joni, turning right to you My head burns, but I know you'll speak the truth, hey! Hey Joni, put it all behind you Hey Joni, now I've put it all behind me too Forget the future These times are such a mess Tune out the past, and just say yesIt's 1963 It's 1964 It's 1957 It's 1962Put it all behind you Now it's all behind you",sonic youth,Sonic Youth
133,"[100% cd5][kim] You think cuz I'm a girl You think you can't ignore You think I'm just a girl Girl, who knows the scoreI want to be free I want to be free I want to be free It ain't on my tvI go walking down on fifth Black boys call me pantyhose I go walking down the street White boys call me sugar treatI want to be free I want to be free I want to be free It ain't on mtvYou know what's best for me It's called astrology You know what's bad for me You brought (? ) to meShake don't shake Shake don't shake Shake don't shake Shake don't shake Shake don't shake Shake don't shake Shake don't shake Shake don't shake Shake don't shake Shake don't shake Shake don't shake Shake don't shakeYou know what's best for me It's called astrology You vote what's best for meI want to be free I want to be free I want to be free It ain't on my tvHuh Huh Sucks",sonic youth,Sonic Youth
